Q113959931	TZWAMJSOSOMPLI-JBGSNMCZSA-N
Q120301192	ILWIKTKZALUJSY-JGCGQSQUSA-N
Q120301204	BWFPYNMSENEWJT-DXTUFRDPSA-N
Q120301206	ZEECREVTOCXSIM-HSZRJFAPSA-N
Q120301217	XDTMMDUAHKWEAJ-YACUFSJGSA-N
Q120301218	AVCZHZMYOZARRJ-VFHCTZGBSA-N
Q120301233	QFVHCMLUKNHDSH-WTWBAFHPSA-N
Q120301236	CAGAUSXUXQQKRC-KXQOOQHDSA-N
Q120301250	YVCPDSWUXVQBNE-RRHRGVEJSA-N
Q120301252	VWLICNQRTMDGNI-HUESYALOSA-N
Q120301254	NPGWXTIWUUFYAB-DIPNUNPCSA-N
Q120301256	VISNYEZPWYIYFK-VNWMRBQESA-N
Q120301261	WQHUJDDOJBNBFW-APVPNSEHSA-N
Q120301263	WQHUJDDOJBNBFW-NSXSMVJOSA-N
Q120301264	WTJKGGKOPKCXLL-RYDYYDTQSA-N
Q120301266	YIESKSYNEFFZIQ-CUXJVTSPSA-N
Q120301274	CFORBWCMGILWNN-ONIHBDGASA-N
Q120301276	CFORBWCMGILWNN-DTYIFQBKSA-N
Q120301277	NVWYLRLKCCCUBZ-PNKFPDHGSA-N
Q120301282	JLPULHDHAOZNQI-JLOPVYAASA-N
Q120301285	HYSYCEDTDHZXNR-NXZBAQLDSA-N
Q120301288	HYSYCEDTDHZXNR-LPWSJWGQSA-N
Q120301309	UEWKKZXJWBVMLY-YACUFSJGSA-N
Q120301310	FVPIUJLJGKDJQN-QSCHNALKSA-N
Q120301321	SOZUKXUDKQAUFE-HHHXNRCGSA-N
Q120301322	CKCPDFDKAXVDKX-WJOKGBTCSA-N
Q120301323	ZNSRWHZSOOOECB-IHLJWWGMSA-N
Q120301332	DLRNZUPJXRVWRW-FKZZUUMNSA-N
Q120301334	YRTRFDSSIXVXGN-YQWDDNRXSA-N
Q120301335	KUVYUHTUUJKOKR-MGBGTMOVSA-N
Q120301338	CNFFSQLLKBVZBZ-UUWRZZSWSA-N
Q120301374	YGSFEJUVADRURR-JGCGQSQUSA-N
Q120301395	KFEAIZLCQYTLRR-ONIHBDGASA-N
Q120301400	NJDZJIWWWAAALB-GCRXRFCISA-N
Q120301405	MJPVKLKYTFZCHA-WBCCIAOCSA-N
Q120301412	SCPCYWAOBXURQX-OBLPXJMUSA-N
Q120301417	XCKKEJYPOMIDDM-ADZLVOOLSA-N
Q120301419	BBASBUKBCCQSBW-ALNNFZMXSA-N
Q120301420	CXFXGDBPTFAJFE-CHENZNQFSA-N
Q120301421	ZQLPLCXRBVPKGP-UHKGRJRRSA-N
Q120301422	KVTSBDOCYPVEQK-OVCRSBCDSA-N
Q120301425	FWAJKMGKERWLFE-GMCQBSKYSA-N
Q120301428	GLXDNQSTXPWTMM-XAWGDAPISA-N
Q120301434	FDNCKVBUEGZSGQ-ASCACOAISA-N
Q120301436	CXHPMDBXIXXMJY-RSQXMHELSA-N
Q120301437	UIZSCWYWQVXNRL-JUGVZLPZSA-N
Q120301445	QRHBQDASPXNHQA-DRCLNZIMSA-N
Q120301447	XCPRRNDRDMFPPP-YACUFSJGSA-N
Q120301449	ISCOBNWTWBSGJN-QEMYTNLLSA-N
Q120301451	JHXDQGOLOSLMMM-VCZQVZGSSA-N
Q120301457	ASKAFYPATPMUAD-PMXUJQMFSA-N
Q120301464	FLQLRTHFLXTOQR-OISCKDSMSA-N
Q120301465	ZQSUPFSNUKFQLO-JGZDBMRRSA-N
Q120301468	JTTIOBYCKZYCLW-YHXTXCGESA-N
Q120301470	AHTZADNQKIFVAB-ZKDRKRCBSA-N
Q120301473	IFUMJRUHZLNBFL-VZCZMAETSA-N
Q120301475	XHXDCKBFBYLNPB-HUESYALOSA-N
Q120301480	GBTWUAFBAVHJIA-JNEAGCBWSA-N
Q120301486	KLJBLQFSKZACGJ-MXKZWCJFSA-N
Q120301493	GSBQNXGZJSUFQJ-SDDSAGJCSA-N
Q120301497	MXRBMASUAJMEIJ-FRHIBFIFSA-N
Q120301499	ANQYEWIKXQSASW-KYEYSNFOSA-N
Q120301502	WQFCDFOSFXSVBR-NSSFMFGJSA-N
Q120301504	UZBZIHXSLHMNPD-DFTZLCQUSA-N
Q120301511	FDJMFFOKIXCKTF-MMWMKIJTSA-N
Q120301513	XUJBWPUCSCILEN-SXIIZDQKSA-N
Q120301516	VQHXLFJRJYRJKV-IIRKCDRKSA-N
Q120301518	BPUROMFCPFGBOT-ZEGPSQTJSA-N
Q120301527	GQJQPGHLMIZLHW-ZUCHIBDTSA-N
Q120301529	XVMWYTOSFLHZFR-VCEVEUEWSA-N
Q120301534	LLSIEEJQAIIPGC-LPWSJWGQSA-N
Q120301537	CTNCUXPCGXYRIB-PURLRROLSA-N
Q120301539	DXWQYRCWRLUKOS-DIPNUNPCSA-N
Q120301542	KPRFWGHYCQLGIB-PGUFJCEWSA-N
Q120301547	ICFUPYGUNPVSGP-LDLOPFEMSA-N
Q120301548	UPCIYBKCVDLVKU-RRHRGVEJSA-N
Q120301551	BRXGZTCFEWZBRM-VZUYHUTRSA-N
Q120301561	HRKKSZRWBQHWMS-VCZQVZGSSA-N
Q120301564	UVLWIVJCPTVPBT-UUWRZZSWSA-N
Q120301566	KDXVSDQFHRZPKV-RUZDIDTESA-N
Q120301569	ZAOLUUYNQPAHMS-HHHXNRCGSA-N
Q120301571	QXMOMRCLDDYEGS-ZYRNGQCSSA-N
Q120301585	NLEPZIUGLKQAFD-DIPNUNPCSA-N
Q120301590	CJNXCVHAGWTVKV-LDLOPFEMSA-N
Q120301615	JAMSDVDUWQNQFZ-QNQJCTKXSA-N
Q120301617	SBOJNCFUTLFPCX-OIVUAWODSA-N
Q120301618	YTMYGNSSWREFBW-PGUFJCEWSA-N
Q120301628	BCEBUGJWWZQUNZ-UHRNCNTMSA-N
Q120301648	PRAHGYJIPXTSPA-OWXGTRINSA-N
Q120301650	NRPOMZRRLOEOKX-KXQOOQHDSA-N
Q120301651	ZEQNNYKWRFDTGA-LDLOPFEMSA-N
Q120301654	LVVWZXOZKXLVLZ-RRHRGVEJSA-N
Q120301661	AXJCEUPABDIIFL-WBVITSLISA-N
Q120301665	QFFSGJSMHPWZOB-QSCHNALKSA-N
Q120301668	VSXSGSFCMUCJEP-KXQOOQHDSA-N
Q120301671	UDZHTHXFNTYZET-LDLOPFEMSA-N
Q120301688	JXUNNMKLYVGIJB-VQJSHJPSSA-N
Q120301690	XOEFPTAEGQLDQS-YACUFSJGSA-N
Q120301691	ZXUGYTRXWUMLQE-VGURBHAXSA-N
Q120301693	HCNUPDHPCDUAEF-FIEFOMJLSA-N
Q120301698	NXKOAMUHPUJMTD-GSSQDRPCSA-N
Q120301703	AWZDTGDSDIBXAE-MLLRONJJSA-N
Q120301716	RTDPFBUNOKWLKL-QZNUWAOFSA-N
Q120301726	FBOGNPYUFRBIPX-QGXNMIOQSA-N
Q120301727	VNVBJTOZNQTTCV-YACUFSJGSA-N
Q120301735	XOAMGMFHUNHBEM-AXAMJWTMSA-N
Q120301738	REWNAIYQZZOESC-CGKZWXATSA-N
Q120301740	FCBJSDNMCJQFQS-YFSDPPIESA-N
Q120301743	FCBJSDNMCJQFQS-VVQPLHCQSA-N
Q120301745	FCBJSDNMCJQFQS-QOQCMQJGSA-N
Q120301750	FCBJSDNMCJQFQS-FVSRQZLMSA-N
Q120301760	JWUPPWAREFIPKZ-LXXIDKMWSA-N
Q120301764	IMHOVHFGWLRYFW-KYEYSNFOSA-N
Q120301770	YCBVRDMSFWAKDH-MRXNPFEDSA-N
Q120301784	PCVXFMVFELOBDV-OJWHMCDOSA-N
Q120301794	QMROBRSBHHXHKX-JGCGQSQUSA-N
Q120301796	SEFJHGPBJNIPBJ-MGBGTMOVSA-N
Q120301799	CZRAKHCOCLXIGZ-UUWRZZSWSA-N
Q120301801	XZKUOSQHYOWFDI-PGUFJCEWSA-N
Q120301804	MFXLEBHHRGSSBU-HXUWFJFHSA-N
Q120301806	UCNFOTFQFNWWMI-LYOLDJLYSA-N
Q120301808	XHQDGWNNIUSAGH-MGBGTMOVSA-N
Q120301810	AITRSZSQVRFNDU-UUWRZZSWSA-N
Q120301816	RGNMOUGZXRAJNF-DIPNUNPCSA-N
Q120301819	HVWSSWJXFOIYDD-KXQOOQHDSA-N
Q120301838	YSNAHYZGRRYURZ-BSAOHMCWSA-N
Q120301843	UHQZAGLLHJLILZ-PGUFJCEWSA-N
Q120301845	ZFJMLUIXCCEGJC-QEJMHMKOSA-N
Q120301853	FAQKPOZLVPUOLJ-RGOHLUCRSA-N
Q120301855	UWMXZCVXUDASCQ-UUWQSJFQSA-N
Q120301857	ISFOPOGKBOMRIJ-PLOGQBHYSA-N
Q120301865	KSFNDKKWDZYJSF-XDBAXXFZSA-N
Q120301867	BTKCKMKMRBCCOL-LPIFZFKYSA-N
Q120301873	XJHXMEGXCYRRPW-HRJWAVGKSA-N
Q120301875	YOKRROJLYKOJNI-SRHQVDMPSA-N
Q120301878	JWOWVPDZNGZECL-WJOKGBTCSA-N
Q120301881	XUVBJCSDUTWTAN-MGBGTMOVSA-N
Q120301885	GYPKSXNFKICCOR-PGUFJCEWSA-N
Q120301890	YGYPKGROQZMYMN-UAIAYBLDSA-N
Q120301895	JLKJDPHPYLQTAM-PLOGQBHYSA-N
Q120301903	WCJUUUVJVMLSAW-HTPMJMJVSA-N
Q120301905	FEHRILZIJCGTRA-XJFRHSQESA-N
Q120301915	HILNHYCWLDRSKJ-DPTAKULKSA-N
Q120301917	QHOURZDLKBFDGQ-ZSIBMOKUSA-N
Q120301918	ZWPOINKEZAPNIC-YGQCGPNASA-N
Q120301921	WVZZVZXEZMVMLN-JLPXVHQXSA-N
Q120301924	QASAKYKIYWSVDC-VQJSHJPSSA-N
Q120301929	DYODNQFHUKULKS-AEMPDOMJSA-N
Q120301931	OROZWUJCDDCYAU-IPUAOQJZSA-N
Q120301933	IGTWLVVZXUGYBZ-DBVOCACYSA-N
Q120301934	WAYDMQQYMSEHNI-MGBGTMOVSA-N
Q120301935	JCQKWZLUNDUZDT-WMHOIYFHSA-N
Q120301937	XVICSSKXVFMPSZ-DIPNUNPCSA-N
Q120301946	OHSAUMMSENJPTJ-KUNNKMQBSA-N
Q120301947	ZAEASCYIFCXOFJ-VQJSHJPSSA-N
Q120301950	GRVAZAHVKYBEPF-KNWKQHDPSA-N
Q120301953	CISWNAJTARRYSF-AXLWDLOMSA-N
Q120301964	ANKCYRKQDLQXGL-MRDDHZETSA-N
Q120301973	KFGSHFVDCHWRGE-LULHKCDZSA-N
Q120301974	MVGBUJJTKGIFFM-OTEGYGNMSA-N
Q120301975	BPBWECRGAITUAO-RPHNJZPISA-N
Q120301980	XUJPXXPURAZXIE-DTKYWWSASA-N
Q120301982	XSVUCNUTIQBIFK-ULMBVTCKSA-N
Q120301987	RGCIWJSUIPUYAM-DSMUOFFXSA-N
Q120301989	OSQPZLNFQDFXPL-OYSVHDFDSA-N
Q120301992	CQAZMJNMKVCUQL-PLTOFNHWSA-N
Q120301997	NRUYJKRRJLLXGF-PGUFJCEWSA-N
Q120302020	XOFXLHDPMXNPOR-ZBCYVRFFSA-N
Q120302022	OUQNLKQTFDIKCN-VQJSHJPSSA-N
Q120302023	TYQXQGGTOWQUKL-HFWGUVFESA-N
Q120302025	XSSUJRSOHXBICQ-GPDPEMMZSA-N
Q120302033	QIDZFMDALJEYDR-VZUYHUTRSA-N
Q120302044	GEINPYKZLFHHIL-HEXXMCQTSA-N
Q120302045	NBVFBGVCZDDCBY-BSAOHMCWSA-N
Q120302046	HVYBUENKBAZOFM-CVBYVTFXSA-N
Q120302048	LPVIZYQCEISNAB-WMHOIYFHSA-N
Q120302053	KIHNYRZBQCCAAU-ZYODFBQNSA-N
Q120302056	BQTXNAKXHQSYOW-UYKOKAMASA-N
Q120302058	IVBBCUOCTTXYPW-HTWJHTIYSA-N
Q120302065	RECGYOHQDUXTDP-CPMYMSRISA-N
Q120302068	ATHGCMHKJSFNRG-PGQSLOMRSA-N
Q120302070	NMEXJTZWBAWBCO-WUMSIPIUSA-N
Q120302073	SPANCROMTOGXNG-RMZHCOCXSA-N
Q120302075	OJUFULGONBEBHS-AMVHKHGKSA-N
Q120302078	KRKBPYZEHDFENC-OZMBGTQLSA-N
Q120302080	OAGOOOGNKKBLNM-RHXVLPALSA-N
Q120302086	NOFVNJBAOZZAJT-PHNHSUJYSA-N
Q120302090	WAJMRNCBPDLVAS-UEBFWZTFSA-N
Q120302092	LQMPDHJQKQSTGD-AOEGIACOSA-N
Q120302094	JMDPPRZTSAKSPB-DQOQQWJLSA-N
Q120302102	HYGQCEKTOFDLOO-OXKHLINPSA-N
Q120302106	XNZFLHDUNBGYBT-ACNMEUTMSA-N
Q120302109	JTPYLSOQEHJKNH-PGUFJCEWSA-N
Q120302111	XIVQWQSVYQCUSU-MRDDHZETSA-N
Q120302113	UPVBGIUAKUZSSB-HTWJHTIYSA-N
Q120302115	ZZNMZLGABPPOKH-KNERPIHHSA-N
Q120302121	MLFCBZAXKCJVAK-VZUYHUTRSA-N
Q120302126	YDPRTRLGCLYYCF-PCBXQKGDSA-N
Q120302128	DFZPFWCPNMPMKD-AKTZZRFPSA-N
Q120302132	RHCWZMAZVBVICJ-IZNHTBNISA-N
Q120302134	DZDGAJVMZIHSLH-WTWBAFHPSA-N
Q120302139	OFRWLQSOUIZELQ-VEAYGOGPSA-N
Q120302142	WAUPEHZSCBIDDU-RJXNKANHSA-N
Q120302153	PIILEMYAXFKXLL-VPMPJQFESA-N
Q120302157	JSYFGYWOHKUBJD-DIPNUNPCSA-N
Q120302166	DKIULVMMIRHYHM-DFGWVCPLSA-N
Q120302177	MOCVVIONFSWTPR-XCDXPQOWSA-N
Q120302179	YTOAPAUFDPDITM-HUESYALOSA-N
Q120302182	WJXJONFALNFVCC-RSSWDJSTSA-N
Q120302184	DUHNELFGOVIVQQ-VZUYHUTRSA-N
Q120302191	QCLMKIDSCGHEET-GAMJNFEKSA-N
Q120302199	UJFJWWWEJCXWQF-JGGZRYCBSA-N
Q120302203	DOSQBTNFKDGFBF-QEJMHMKOSA-N
Q120302209	DXMFSJWRYHHKSF-OUJJLNDXSA-N
Q120302223	APFZPDJHIAHIFU-NYVOMTAGSA-N
Q120302228	WZKKLDQPKGVESD-AJSNJXILSA-N
Q120302239	SBSLJONYGWEPSB-VRLJBTQQSA-N
Q120302241	ZEEIBQVAOBNQRF-NONVNBHHSA-N
Q120302244	BCYTXQNCKXQRPV-BNQAGZCGSA-N
Q120302251	BQLGENBIWYTHAR-NLBPQCQGSA-N
Q120302253	BPIIQQKITIYMTB-JOARWIAASA-N
Q120302255	HQLGKQRQDDOQEJ-QWUAAQRUSA-N
Q120302259	IWEPPNHWLVZZLU-NBTXLFQMSA-N
Q120302262	LCFJLOXZDSNTSH-JBCZYDJASA-N
Q120302265	MFEROSUBBZABKT-FQLDBRHISA-N
Q120302270	BWMGYQAIDPQZGJ-VKOPMEPESA-N
Q120302275	XTJRWWDMKMCQBR-LRJQWVAUSA-N
Q120302278	MRYKVEPNJHWSQC-HCZPJJGMSA-N
Q120302286	RLNLQDNLJZABTQ-KNERPIHHSA-N
Q120302287	KNAKJZFGEHXKLF-RJXNKANHSA-N
Q120302288	RYIJQXSQQBMLCT-ZWSUCZCESA-N
Q120302290	RHYONYKZQNAHFM-RLSXRTNESA-N
Q120302300	JCKZIUAUHBQKBD-MACMARKNSA-N
Q120302301	ISRXFUSSZHWGNX-AJTXRPGUSA-N
Q120302303	VRRBNIYSTZBWNF-PSYSMSQMSA-N
Q120302305	FNDHCZWCIJOBKA-SAEGERMGSA-N
Q120302308	TVKORGJVTUZAER-ZAVREOAZSA-N
Q120302313	IHZRMLVQQOZCOT-KHMLVTDTSA-N
Q120302315	ANZJEFHOOIIBSA-BUGZYDJQSA-N
Q120302317	PBXQPVMIRPCSMA-XVMAXHTASA-N
Q120302323	BSOXXBMDRQUWHA-SCABDWIFSA-N
Q120302325	PHIGIVMSUKWEBR-QAVDAQPVSA-N
Q120302328	XLURNHAOQJZQHI-BORMKTTRSA-N
Q120302332	QMCWOGICYCFNBF-BWHZRABLSA-N
Q120302333	DTWMXHHULZZSNB-USQWRIMWSA-N
Q120302335	MBVGMFMZJMLHCN-DIPNUNPCSA-N
Q120302358	OITMKKJXIDSEQU-JHXSWNAYSA-N
Q120302362	KVJSTSHUTARPIN-UAIAYBLDSA-N
Q120302365	IGTKDXNVLGHPAA-PLOGQBHYSA-N
Q120302367	VYABGHZPSJWGOZ-LULHKCDZSA-N
Q120302368	CLISCKGHRKPSQH-KUNNKMQBSA-N
Q120302374	NLHFZTMNUMPEOB-UNUIOPIBSA-N
Q120302376	UMUTUXWJNJUVMM-LANQZWOGSA-N
Q120302388	JLDQDLKBBDQYDE-WWUFLCHTSA-N
Q120302390	WDMWUWURPIRQDX-ZXJDXLSOSA-N
Q120302397	IORKBJYFXXCDMP-GMGFYYQASA-N
Q120302400	SBNDHGBVMZMSNL-UESLNCBNSA-N
Q120302405	HSLQQWUKCMBZIZ-SMHLTHDGSA-N
Q120302415	HRBNRYBXXRPMKP-QNDMKCBJSA-N
Q120302424	YEUDEJVEVWSPIB-UHAMFEMISA-N
Q120302426	STQUXYWUPXSBHS-NMUBDWGHSA-N
Q120302427	PNFUIOJRSUFFPH-VYFLHTJVSA-N
Q120302430	UOOXXPDFVCLKTM-FLNACLCOSA-N
Q120302433	NPXTVNLLGVNVDJ-YJGZTRTOSA-N
Q120302439	PUHAYEBYJPOIQY-MZWPLUPDSA-N
Q120302441	CBNLUEASHNZUAJ-TWCRUOQOSA-N
Q120302452	MNTSNXBPDYIVND-QEGPCSBISA-N
Q120302454	TTYYUUSZILXOCI-OXHATVEZSA-N
Q120302456	KASIRUNIOLLCQR-GHZUFWHMSA-N
Q120302463	GDLPOJXSVNVQQN-WKDUQDSSSA-N
Q120302467	FJONAKXDSCCFIL-OBASLGNKSA-N
Q120302470	XDCGZZJBYBQDHF-SHSMOVPHSA-N
Q120302475	KCIYCKDLGJXVGM-HTPMJMJVSA-N
Q120302483	VHBKBRKCCYKILY-AMVHKHGKSA-N
Q120302488	MHTCDFONKZYJSF-VRLJBTQQSA-N
Q120302490	YJNNDVPQXNNREQ-XAGXQCMXSA-N
Q120302498	HGZLPPYISDUHEM-NCKDAWIZSA-N
Q120302500	QQNHCRBGLPDWEW-LRFGEVPTSA-N
Q120302501	RHGOZYDHDUJFLI-GBRUYZQDSA-N
Q120302507	IRRFGTZSWSHKPR-HNMBLXIBSA-N
Q120302512	GJZVAJUBVLTZIK-XJFRHSQESA-N
Q120302523	XJQMOSXZKQGRNI-ZETZOIKNSA-N
Q120302525	LYNZMLHNPYEREG-ZHMZGHMTSA-N
Q120302527	JSRYDPUESIZYQE-KSMNNBTOSA-N
Q120302529	XCPMIPMQGSWTOF-VCKCOXFYSA-N
Q120302531	LATIBIBRIIMGNG-SYOHIOKXSA-N
Q120302534	AXSQCFMDFAHRIE-LBKKPZMUSA-N
Q120302541	ZJAQPJNGDVLYCM-SJORUAKKSA-N
Q120302543	YRFDBIBHTTWAQU-VBGRONELSA-N
Q120302547	CEKDLSNLKWCZGC-CJJPFGIKSA-N
Q120302549	KISSKTFZLUEROR-MNPIPRPGSA-N
Q120302552	WRVUHBYOLJTBRR-ZUTBMYLRSA-N
Q120302557	UCZAOBSWZIZTLK-HRVYGAIYSA-N
Q120302558	LRGYRWJUCCOMPI-QYRRMXKSSA-N
Q120302560	GOHYYOQGBYBAOF-DTKYWWSASA-N
Q120302565	RVFNLUBQFSKSDF-VQJSHJPSSA-N
Q120302570	OQLHGHFYLRSIBN-HUESYALOSA-N
Q120302571	BVKPRQQCZAUMMX-BNQAGZCGSA-N
Q120302572	QXYCOSSNZHGBQM-SAEGERMGSA-N
Q120302582	YJEMHNRNLVHATP-JUUDQZDJSA-N
Q120302594	KYTDRWXVMPGCBJ-IBBOYIKTSA-N
Q120302599	OEWXNQSDOVFBNX-NVTTVLFKSA-N
Q120302600	GSSCPDJDZVDTGX-QJXAMRCTSA-N
Q120302602	GIQVWBBIWGCSEJ-ZCVYYSMWSA-N
Q120302607	YTUVRFVITPTFSM-ZDQXWTFCSA-N
Q120302614	WNDKBUAOMDKBON-UTCVCSSLSA-N
Q120302618	MCBZZOAHAMROOU-AESBSKNGSA-N
Q120302625	YDADAWRPGAOBHJ-KUNNKMQBSA-N
Q120302626	DWHOGYJRHWNCFF-ULMBVTCKSA-N
Q120302630	PORJVBHZWRAVRO-WVRXYBSSSA-N
Q120302638	PSRZTOWQISYSQH-RSSWDJSTSA-N
Q120302639	CUGOEPUQEAHPFO-GNGICMBHSA-N
Q120302640	SYYFMHOTYSEQJV-ZAVREOAZSA-N
Q120302650	BCDNKFJGWZWEDN-BYYIVDLPSA-N
Q120302651	JOMWRRWZQPAGHE-FBFLODOBSA-N
Q120302656	HJYITXYOCDILBF-VKZKRGELSA-N
Q120302659	NMWBUYXSKOFJDS-WCMPHASOSA-N
Q120302662	KOELROONJWRJNT-LSNRILKRSA-N
Q120302671	AUHWRMZSSZGGCF-SYMWCSNNSA-N
Q120302674	ULISGISTJPLTOK-ZEFNTAAXSA-N
Q120302676	QBSAWMPIONJWCR-UTHFXTSZSA-N
Q120302678	PSMHPUIXYCXPML-NHSFPSFCSA-N
Q120302681	LLLLMOVNIOIPJY-SPZSHXOPSA-N
Q120302682	PEQJWMOOCQZGDB-PCKYNFDASA-N
Q120302684	MOZVGHCUWNOTHQ-QHWKTIDLSA-N
Q120302686	RMPXTQDWTSBVHI-VQJSHJPSSA-N
Q120302691	NQDMCNOOWGQYBO-VZUYHUTRSA-N
Q120302696	UEDLBEQKXBCDAZ-WBVITSLISA-N
Q120302700	GQQALHZKRGXRTO-AEMURDCYSA-N
Q120302702	QPEGHYZYJONHDO-QZNUWAOFSA-N
Q120302704	CEPKKBIMGHWCRY-FOBNYNKYSA-N
Q120302709	FOVVQGVAJUZWET-DPTAKULKSA-N
Q120302711	VATZLDBYQIOABD-HFWGUVFESA-N
Q120302722	YJEDSWZVBUZFIM-UQBBPPAYSA-N
Q120302724	QLEJPADMSQQACL-WWUFLCHTSA-N
Q120302728	MAXUGDXNHJXWKY-LSNRILKRSA-N
Q120302730	HENMLPWKVBGCLG-USIWBXHFSA-N
Q120302735	LJFKFKIYUJNFPZ-ZLFSCUDPSA-N
Q120302739	ZXLWRARTYAPXMM-FYAZAUILSA-N
Q120302744	RRKHPCLZTXZIRL-HKLCVFKESA-N
Q120302747	DFPIMXAFTWITSV-CMOKSHSASA-N
Q120302749	FYVDGOCCFDKYOR-OEQCKVCZSA-N
Q120302752	GYFILLBYNRTMGU-ZSIBMOKUSA-N
Q120302754	LNGBVAOHJZCRIL-GPDPEMMZSA-N
Q120302761	HYLKUWJWRDQRNO-NLBPQCQGSA-N
Q120302767	PXEGBSSLXUQINA-QJXAMRCTSA-N
Q120302771	FGIVJEYLDQCVHO-IHKVMWANSA-N
Q120302775	BVDPROLNIRIVET-SZAAGBBJSA-N
Q120302781	GANPUNUVKLEDAZ-UOEGASQNSA-N
Q120302782	TYRTWVKQVGNGSZ-RGBTVBCDSA-N
Q120302784	CTKOMDLXEJUTCO-JWKFCFJESA-N
Q120302788	WFDJUVSTIORHHC-IPXFAWPXSA-N
Q120302791	NKRRVGINBMUVRW-RGBATGMRSA-N
Q120302796	IVCMKVDNISHOEW-XDBAXXFZSA-N
Q120302798	WLUWRRQQJBYBOT-YGQCGPNASA-N
Q120302800	PBYSSMVZTSQJLK-XWIBIVISSA-N
Q120302802	FIIZWVSBAWLDIK-UEBFWZTFSA-N
Q120302805	XIVZNBVOCXMYQL-AVYTWQJSSA-N
Q120302807	KGYWUSVTPXUSHD-JOARWIAASA-N
Q120302809	NFFMCPGBBPDGGR-XVMAXHTASA-N
Q120302815	FXTMIFHBTTYODI-QFRLPLQVSA-N
Q120302817	ZNSCPTGAKIXAPI-WQNXWSKOSA-N
Q120302819	LZXZOHSYOCWXFB-DWTYVZKUSA-N
Q120302823	UCQTXWKYRXXLSS-BLDRONNASA-N
Q120302825	QVHMQRRJSLXEPV-IKGSXGQDSA-N
Q120302827	HPXVUIIWTAPGLC-IBSYIIJISA-N
Q120302830	PQIKZSONLKCRFL-DRFCSKHVSA-N
Q120302835	UPPLKKOOULIOMN-KTBPUXGBSA-N
Q120302836	XPPGOSZKAKPHDY-MYPDBIRBSA-N
Q120302839	SYWDYGPSRLFGGR-IOJMYNHSSA-N
Q120302844	TYHOKDXUZDOSII-QGEGMBCHSA-N
Q120302847	DCYLYWXGIOPMPD-JPHHGWJMSA-N
Q120302849	LFYWUMILMXPKJW-PMMTZISXSA-N
Q120302851	PGAZAOMIVQMATM-ZDVDLFHWSA-N
Q120302853	ZWOLNFDTQBZTJY-WTAGAZKSSA-N
Q120302855	SBOQQEUGBJGRFJ-IJPNSSFKSA-N
Q120302857	KNNYOEIGYCQIJO-MFOCWYKOSA-N
Q120302859	XDLWXFJWIDMGBA-APWHKNCPSA-N
Q120302862	OLLIOFHCMFMYTM-QXVOBHCLSA-N
Q120302863	LEAGBEJUGDVEOX-OQWATYJBSA-N
Q120302865	PDKQABNYBGIFMM-AUYYYJIASA-N
Q120302867	DXCCGBCVYMELBT-NDJZOZGISA-N
Q120302869	FFPFWVHSVNGQKW-RZYMAAGLSA-N
Q120302876	GBBDHTAZWKPUEJ-QHAHKUQMSA-N
Q120302878	KKASQLHJLDPKHK-MUKBVWGOSA-N
Q120302880	ZAOKWPACAQYELQ-MBZSPAKGSA-N
Q120302890	APEHGLQXFOZAEF-MHNOHXJZSA-N
Q120302897	KLDOIYUDEKJCGR-IOGZSUNCSA-N
Q120302904	QVWRACPMDKXGCK-ZTWJFNKFSA-N
Q120302917	MDUPXGLQFXOXAC-AVXHREABSA-N
Q120302921	UTFOVZGGMRTTOI-OMQCIONLSA-N
Q120302923	XWRQWPHGPNINIP-OZLSVUOZSA-N
Q120302925	QLOSWBMEWOBGRF-WCDBWOAWSA-N
Q120302927	JRYYFWAYUHAWHT-BFELLDLASA-N
Q120302929	VYIXUVZBGLOKLY-BZKFZLIYSA-N
Q120302931	DIKPCCMAVMXMTL-IRBHRUNSSA-N
Q120302933	RBIKQAIFSJTXQD-ABFCWMPNSA-N
Q120302934	LHAVZTQJQCJUQH-PISFEEDUSA-N
Q120302937	SFESOYFQZQJCOY-FXYWPAEZSA-N
Q120302943	ZTTUIIXLLZBRIU-NYAFXSFWSA-N
Q120302947	WAIHGVAZVKEQGR-YWTDJUEZSA-N
Q120302948	HMJDXQRQCLBIME-BVWWTNGZSA-N
Q120302953	SEUVYJLRMMDCSI-IGYGEGIJSA-N
Q120302955	UPDLWHQXAJEFMC-HHTKNTAVSA-N
Q120302958	QXFLCSRGTJSRSB-FHXFQLHXSA-N
Q120302961	GAYMLEAVRJPZQZ-HUESYALOSA-N
Q120302975	DEBOJSZQRBPJFT-SCABDWIFSA-N
Q120302976	OJGSALACIHUTQV-ZXJDXLSOSA-N
Q120302979	LMFIPXAZECMXCL-KDVWGDQKSA-N
Q120302981	MCKTYCWZOOSBKA-ZYWUIYPFSA-N
Q120302983	UZYCMHAWVGAXGL-GBRUYZQDSA-N
Q120302985	VIJRORDXXFCAEQ-YWHQGJAFSA-N
Q120302996	BJVRBJOWLUZKKN-FYAZAUILSA-N
Q120302999	DJMWTIFDEXNIOA-DTRJYZOJSA-N
Q120303003	OCNFWGYAUCBGBE-IYJDUGTBSA-N
Q120303005	AJMKNBXZFIMFLX-QYDCAAOWSA-N
Q120303007	MUSYONVWIPDOHN-DCPDVVLWSA-N
Q120303009	QBLXLMCDYZRFOA-ANFMRNGASA-N
