Q107942034	XUOXNNAWPLVPQA-UHFFFAOYSA-N
Q110170289	WLCGOUZSQSIKDE-VIRRSBRTSA-N
Q110170291	UUQBLSTUKNFCFG-ZFQUGFSCSA-N
Q110170292	UUQBLSTUKNFCFG-LPOBIJBZSA-N
Q110170294	UUQBLSTUKNFCFG-SUEFUMJFSA-N
Q110170295	UUQBLSTUKNFCFG-BTDMPALBSA-N
Q110170296	UUQBLSTUKNFCFG-CDQZKLRJSA-N
Q110170297	UUQBLSTUKNFCFG-MPIZLSOBSA-N
Q110170298	UUQBLSTUKNFCFG-GMHQKQAGSA-N
Q110170299	MRHKPUBUALWPRQ-MHRMFALESA-N
Q110170301	MHNSAYQVUAOBDT-DTWKUNHWSA-N
Q110170304	KAAUXIBLINWKFU-UHFFFAOYSA-N
Q110170306	LQLIXKNTFAWRFM-KHLWMFKJSA-N
Q110170310	NFJODOYPYNNEFO-ZJPTYJIISA-N
Q110170311	QVJGZOYSLNPPIA-SQLGEJSKSA-N
Q110170313	SUEITZDEFMXEAW-BFQNTYOBSA-N
Q110170315	IMOTZZLPDHXYPM-VHSXEESVSA-N
Q110170316	CNNMORSDNGMLJJ-SFHVURJKSA-N
Q110170317	MCBKYNPFSBELKW-UHFFFAOYSA-N
Q110170322	AFFNTHHWHDBPDH-UHFFFAOYSA-N
Q110170325	IXWSRRUXXCNCOB-CTNGQTDRSA-N
Q110170326	CWKYOAJKOQIXNM-NYGSYELISA-N
Q110170327	LKLORZXBLHWLBI-UHFFFAOYSA-N
Q110170328	DSIZIDLZALKUMH-UHFFFAOYSA-N
Q110170330	JDZGBVCERSGMDB-UHFFFAOYSA-N
Q110170331	IVVBSFVDBKZHEA-UHFFFAOYSA-N
Q110170332	BWNNSNNNURILRN-UHFFFAOYSA-N
Q110170334	SPVJSIDQBCYIGG-UHFFFAOYSA-N
Q110170335	NLKGBAPOCWPDFC-DTWKUNHWSA-N
Q110170337	IJWLNMJZIYNUSN-UHFFFAOYSA-N
Q110170338	KSJMHFRWPGIZCR-UHFFFAOYSA-N
Q110170341	XISBONUQWBGHLA-KXUCPTDWSA-N
Q110170343	MPNSFABMYBSINH-DAZNLTMZSA-N
Q110170344	JKCYUXGTNPNNTD-XWZNUEKDSA-N
Q110170345	XSRVFUOQWQNTOZ-UHFFFAOYSA-N
Q110170346	DYUVWTNEEMIGEG-UHFFFAOYSA-N
Q110170347	SZMGCOXTJPRYJI-KMXKJOOPSA-N
Q110170348	QJDDQSZMWXCPGJ-HFOBELJZSA-N
Q110170349	KYAGPABBQVDXHR-UHFFFAOYSA-N
Q110170350	UPOIDOKVLBUSCG-UHFFFAOYSA-N
Q110170351	AVCULLXNARTUHA-GZMMTYOYSA-N
Q110170353	UJLQNWCADASPRU-LBPRGKRZSA-N
Q110170355	YQUYMSREFQCZEC-HMWHCXLWSA-N
Q110170360	YXQWJUBIVWMQKE-LDTXZJLYSA-N
Q110170361	RGJJSEXJWOWLOR-ZTGKIRKPSA-N
Q110170362	YQSYDWPHSVDPCZ-RIFOTZJASA-N
Q110170363	NGKDELKJNZLSFY-WQVXKCIISA-N
Q110170364	BDGNGHVEYFKBMY-QWQFJILDSA-N
Q110170365	BDGNGHVEYFKBMY-ZAXNPQGXSA-N
Q110170366	BDGNGHVEYFKBMY-QFPJYPGVSA-N
Q110170367	BDGNGHVEYFKBMY-GTPHFFCHSA-N
Q110170368	RJLXEVMSZRQSPQ-TZVBAZFCSA-N
Q110170369	RJLXEVMSZRQSPQ-KZYAFLDYSA-N
Q110170370	NJHBZNNZXUXYMD-MKVIASFISA-N
Q110170372	CZYPLDPCWJLDNG-SMCSONOWSA-N
Q110170373	IWMZTXVGHIRXOG-UHFFFAOYSA-N
Q110170376	RNAWWYSOSNMVQZ-VZAOXIDZSA-N
Q110170378	DIZUXJSZKZHMGX-HNNXBMFYSA-N
Q110170379	IQUKZMHSFDVXJQ-SFHVURJKSA-N
Q110170381	UKOUEEGEHXWHHO-AJAUBTJJSA-N
Q110170382	SPZMKJGZXRDSOA-JJJLQXSWSA-N
Q110170383	SZYDSVWDDZQORC-WIYYLYMNSA-N
Q110170386	HUCLVUXQLWLCIF-UHFFFAOYSA-N
Q110170387	WAHQRVDWBUGXLB-UHFFFAOYSA-N
Q110170388	UPHIIVNBHULWGI-ZYHGXCDASA-N
Q110170389	JSRBXSCKRHOJOA-MPUJPLSISA-N
Q110170391	HPKUSNRYJXTEEY-UYCPWEGOSA-N
Q110170392	GBVIQYQFMPWELT-FOTDSAGASA-N
Q110170393	JJEXXRLQYFLSMX-HIFCBZQHSA-N
Q110170394	UFTPRNYDXZKTRT-LKDZZCDLSA-N
Q110170395	MFNXEHWGJCGQJA-OVZAEMIZSA-N
Q110170396	MKGYRUWTMXQYOR-LEHLEITESA-N
Q110170398	MFNXEHWGJCGQJA-LKDZZCDLSA-N
Q110170400	YBLMKYJGZVZWIK-CYTIFSALSA-N
Q110170401	MRGIBJVBGVMVIF-CVIQIBCKSA-N
Q110170402	GIFBVANLYMEKLE-SYGXRZKBSA-N
Q110170403	IIOSVAZNNYCZFM-AFMUBRCDSA-N
Q110170404	QTVNNEMBCMYHSR-DVQAZVNXSA-N
Q110170405	OAOOMDJOUWPNCG-FOALGEAPSA-N
Q110170408	MALMZNYRVHFIPB-UIUXMUEUSA-N
Q110170409	IVHIYFAYONFDBJ-OGLYOTCJSA-N
Q110170410	JEPMATUFQDEVNO-AYHVEROOSA-N
Q110170411	WFNJGQLTDMBMCF-KCLOMAENSA-N
Q110170412	UEEZHRJFRYRGNC-WNJMZAGESA-N
Q110170413	DHJBBUAKXSVNPQ-QXDXADLDSA-N
Q110170414	GTFQEPYQQLYFMY-FAHANOAPSA-N
Q110170415	MLIRJJFFROZHRU-JVAAUENESA-N
Q110170416	YRCFCTPRVVYGDC-MGYRQHPQSA-N
Q110170417	YMKURKCRVNFTPF-IMYFGAKASA-N
Q110170418	RETAFNHYQIQWET-UYAXNOEPSA-N
Q110170419	IMSYIYUBXNRUQG-GNEWFCMESA-N
Q110170422	NGPFVOABZGVMML-UVBJJODRSA-N
Q110170424	BXXKDKYMYMHCKH-SLSDUTBNSA-N
Q110170426	FQQOZLHPNGWWQX-CQDKDKBSSA-N
Q110170427	AMMJBNICHKNQTL-INIZCTEOSA-N
Q110170428	LONNBQOJYCFAQR-YBEGLDIGSA-N
Q110170429	YIOVFAKRHWSIKG-MAUKXSAKSA-N
Q110170430	JNSPPTHCEKIBMW-UHFFFAOYSA-N
Q110170434	JEOYXUFEWFZLQH-YINRCGQZSA-N
Q110170435	YDNYSCZWXRKORP-LCNBYPMKSA-N
Q110170436	NTUQETAZLLDXIV-GARHKUQKSA-N
Q110170437	GPENGJFTMNVPAP-FQEVSTJZSA-N
Q110170439	FKYBEOJBJVVMDD-FQEVSTJZSA-N
Q110170441	TXNICMSEHSRCQN-QFIPXVFZSA-N
Q110170442	TXNICMSEHSRCQN-JOCHJYFZSA-N
Q110170444	FEPIGCHGRQCINI-SPUZQDLCSA-N
Q110170445	GUWRCPIQLPSBMM-NLFPWZOASA-N
Q110170446	ZJTLBAAQNINYML-DEVSCXNHSA-N
Q110170447	KVMHWNMGEVXXSQ-UHFFFAOYSA-N
Q110170449	MDSPTOPRUZBQMT-UHFFFAOYSA-N
Q110170451	XILVHNJUTDKRHA-IUMZTMOOSA-N
Q110170452	YZBPLVOHQSBOPY-NHTPUQFSSA-N
Q110170453	LTMSPRYEVRUKQA-UXXRCYHCSA-N
Q110170455	WOGNSAFTZOQNFX-XRRZBRONSA-N
Q110170457	NNMXBSVSMKJXIW-DYUZSJPPSA-N
Q110170458	APJIJTFDZHHCTG-AMWPHWPRSA-N
Q110170459	NUAHASFAPHZEMJ-FIFUOPKPSA-N
Q110170460	GZZDBIATPMPWBW-VALNCRFUSA-N
Q110170461	SGILSSXZUYRRRR-ITRJFNFQSA-N
Q110170462	YWODZHGUJIDJFE-RUUDMYEHSA-N
Q110170463	NZNWTLCVZHTAQS-ILCZHQDMSA-N
Q110170465	VSCFRLWLHRBDTH-RBUKOAKNSA-N
Q110170468	BLTBIJMGHJXIHW-QFIPXVFZSA-N
Q110170469	BLTBIJMGHJXIHW-JOCHJYFZSA-N
Q110170470	NZJGDFGCESSUML-JOCHJYFZSA-N
Q110170471	NZJGDFGCESSUML-QFIPXVFZSA-N
Q110170472	IHUJLEMEKZVBBZ-JOCHJYFZSA-N
Q110170473	IHUJLEMEKZVBBZ-QFIPXVFZSA-N
Q110170475	BDIMOFXUGOWADY-JOYOIKCWSA-N
Q110170477	AUXDEJONYQAXNK-LKFCYVNXSA-N
Q110170480	QGAQNBBMPPLZJS-BKTGTZMESA-N
Q110170481	KUXLNZPWYWBNQT-QYWGDWMGSA-N
Q110170482	NVSUHJAZVANJAH-QYWGDWMGSA-N
Q110170484	CAUKGUYSIGEABV-GNPWSVPLSA-N
Q110170487	CUBOHSIABUSNJM-ALANAOBMSA-N
Q110170488	JGIPDQRYFPEIGH-NWBKZMJHSA-N
Q110170489	RNMGZYWEQZGKMK-SODKROJQSA-N
Q110170490	DPLMOSJQNNREIB-SELUXCBJSA-N
Q110170492	QWYMACKPTCBVMF-MZWCALOPSA-N
Q110170494	YETNPDZKOVZEIB-DJIMGWMZSA-N
Q110170495	XEMGWGTWWWNVQF-QKFNBBCUSA-N
Q110170497	QQJPPMZQEIWSMC-UHFFFAOYSA-N
Q110170498	XFUCCPXKEPEKRF-UHFFFAOYSA-N
Q110170499	KLXZINUQFDHQFU-UHFFFAOYSA-N
Q110170501	AAXLHCBKRIITLB-JLHYYAGUSA-N
Q110170503	IHCUBFUKVGBBHR-UHFFFAOYSA-N
Q110170505	YNTOPNDYIXSONG-AVCHBABLSA-N
Q110170506	FYESINSTVTVKDJ-UHFFFAOYSA-N
Q110170507	ITVVDKFBWYVGPV-UHFFFAOYSA-N
Q110170508	TUGYZQLJUCRIQE-FNYQVUCESA-N
Q110170509	WHRRCTVCKVGFOK-IXNOIGBVSA-N
Q110170510	UVWLHWSBJGZEIW-HOCLYGCPSA-N
Q110170511	SZFNCACTPVVVCZ-CMDGGOBGSA-N
Q110170512	LHADJQFMWXAVMZ-MKFZGRLESA-N
Q110170516	FVGGRTZBOSGBFB-VCUDSOAYSA-N
Q110170520	OPYJFZAEBBEQJG-UHFFFAOYSA-N
Q110170521	OLYYMDIMUIHYBU-UHFFFAOYSA-N
Q110170522	AOHGHEJKVCPNMS-UHFFFAOYSA-N
Q110170524	QCKCBCPKLLLEPV-DUXPYHPUSA-N
Q110170525	IYGIHGYVRFHMCP-UHFFFAOYSA-N
Q110170526	DKNIZZDYJRMGPZ-UHFFFAOYSA-N
Q110170528	AAPBNQSLXVWXNI-OFKDBGQDSA-N
Q110170531	LRKZMZLTEMYZDJ-UHFFFAOYSA-N
Q110170532	ISDULKBCUSWJRM-UHFFFAOYSA-N
Q110170535	KCGPZWUHZDROQN-NRRMYFFQSA-N
Q110170537	AKMROGKTWQCRGK-GXIQNSRESA-N
Q110170539	WSNMPAVSZJSIMT-APPDUMDISA-N
Q110170540	WSNMPAVSZJSIMT-DIFFPNOSSA-N
Q110170542	WSNMPAVSZJSIMT-PIGZYNQJSA-N
Q110170544	YEYYPANSHHGILI-OGMLDHAUSA-N
Q110170545	YMVOPCVZPBIGSM-UXBLZVDNSA-N
Q110170546	SGEZQWKVVXLPTP-MDZDMXLPSA-N
Q110170547	WABSIBOPGQPWRD-VQHVLOKHSA-N
Q110170548	BAFMYYVGHUWMQJ-WEVVVXLNSA-N
Q110170549	QOIUJZNTHOTPEI-SOFGYWHQSA-N
Q110170550	KBWXASVSLITUCI-BQYQJAHWSA-N
Q110170552	UKEJNPOKFAQIRU-KPMZXABDSA-N
Q110170554	CQCJNRAGFPJOFU-HQTIMQCISA-N
Q110170556	LHSOEXGWGBGIQD-NSCUHMNNSA-N
Q110170557	WVXOQWYNERVPNC-SKWRMQMOSA-N
Q110170558	PNOCWQUFKGNIIJ-VCFIWWQCSA-N
Q110170560	JTEPOCODFJKCCN-UHFFFAOYSA-N
Q110170561	NUIDZLWUURJBON-ZCFIWIBFSA-N
Q110170562	ZJIGJNBVELKEQI-UHFFFAOYSA-N
Q110170563	XZQLXNCJYTUBJX-UHFFFAOYSA-N
Q110170564	MBCSLPDZVVPSFK-UHFFFAOYSA-N
Q110170566	ZGBLUBDWRCSUCR-DOMZBBRYSA-N
Q110170567	YGOQXDORCQDOIO-JGGQBBKZSA-N
Q110170569	HQNOGRIAKMEIFV-CYVLTUHYSA-N
Q110170570	AVQBOUXEXZCVGX-RUZDIDTESA-N
Q110170571	QKIBQVIRMUQLMR-IWFZMGPQSA-N
Q110170572	VYCTWRYCEJETSG-YJNKXOJESA-N
Q110170573	HGXIUSBHSULDLH-MXYBEHONSA-N
Q110170574	IVHPBWYGTCHFKB-CFVMTHIKSA-N
Q110170575	QXCSOGIPNMVPKI-BBSLFKGGSA-N
Q110170576	OIQDRCFPGRCOGU-MXYBEHONSA-N
Q110170578	SIBTVPJVVDFCFX-MXYBEHONSA-N
Q110170579	KKQBLXNGYLDSPH-KHMAMNHCSA-N
Q110170580	BRZGUFNKBGZBHW-AAVRWANBSA-N
Q110170581	AEEQUDDSIBFQCX-JRDPMJDLSA-N
Q110170583	MWYDTJPKJVWDTM-OCHURCMPSA-N
Q110170584	KJWBDLZJSUSOLZ-OCHURCMPSA-N
Q110170585	SNYXWODAEROITA-RAXLEYEMSA-N
Q110170586	IAGXTPCOGVFRSQ-SREVYHEPSA-N
Q110170587	RYJXVFAYRJLCCJ-YTBGYOSVSA-N
Q110170588	RYJXVFAYRJLCCJ-QKDZRIPBSA-N
Q110170589	FWSQMPDAXKALDF-ALRYNZELSA-N
Q110170590	LLRPKSSOCRSQLN-MWNYMPDFSA-N
Q110170593	IQXPOLODZMQJTG-UMKSRLRPSA-N
Q110170595	SZOUQAKVOGMLFN-AAZRRUSXSA-N
Q110170596	AXWFOQMABDNGAW-UQXDBHSJSA-N
Q110170597	ZQEPHXRTYHLRFV-HSOSERFQSA-N
Q110170599	JSHSCUURHCKUTD-OZXCKUEISA-N
Q110170600	JSHSCUURHCKUTD-UENMGSEJSA-N
Q110170602	VICNIIRXDNRZGY-UHFFFAOYSA-N
Q110170603	QGYKATBWAIDMKB-UHFFFAOYSA-N
Q110170605	LXMYRBNIOWEKPA-UHFFFAOYSA-N
Q110170611	RORXDJQKHFUGBV-UUIJZJDISA-N
Q110170613	DHFKOIHDEUOUQI-MYQWFSQQSA-N
Q110170614	UBRWQSQZRBKSND-HHHUMZEGSA-N
Q110170616	BEJOJZGENLFLEF-YLHIVMMESA-N
Q110170617	DHFJOJSLTRAUFK-DRABBMOASA-N
Q110170620	DHFJOJSLTRAUFK-RBDSIQFVSA-N
Q110170622	AAZGBRYZIQGYTR-RBDSIQFVSA-N
Q110170623	GHXHIYNRINKUAN-JVLSTEMRSA-N
Q110170624	ZPHXTMPQGLUTOC-MOUXYMJCSA-N
Q110170626	GHXHIYNRINKUAN-ITDIGPHOSA-N
Q110170627	OYVXMUMDQLVAJD-COLVAYQJSA-N
Q110170628	YHEZFFCVJGWZOY-XTWPYSKKSA-N
Q110170629	YHEZFFCVJGWZOY-QMPIGLIWSA-N
Q110170632	WPOHFKODZHGIEO-ZZVJUGKHSA-N
Q110170633	YNPVPSSWCJNYOA-RLPMIEJPSA-N
Q110170636	QWBHWCOOWMUEJA-YODMDTAWSA-N
Q110170637	DFBPEANROHKUNC-FATJJJSSSA-N
Q110170638	GZAFUWYKGDETNO-TVDPOAAXSA-N
Q110170641	RORXDJQKHFUGBV-OZTPJHRESA-N
Q110170642	AYGQFMUVXRQYLS-KKBSUPIFSA-N
Q110170644	WLTPKEUARATQBE-KIIIIJNPSA-N
Q110170646	ZFYRHXDZVLSFEC-RDBSUJKOSA-N
Q110170647	BZVWIWXADKMNCO-PMPSAXMXSA-N
Q110170649	OPWWWRSNMOKTDE-IKGGRYGDSA-N
Q110170650	KDKGETUNBIYLFU-SQNIBIBYSA-N
Q110170653	RSAHLKSYUJIVEC-PBASOCQRSA-N
Q110170655	CJSSSEJSBABUJE-CGXNFDGLSA-N
Q110170657	QITOQUWXCAMNFM-FSBVDMTNSA-N
Q110170658	ROODBVUUAKPZDS-GNTVZIJTSA-N
Q110170659	XTOYFHPYGQZMOS-WJZCTMFHSA-N
Q110170660	MXWAVHJWKPMOSZ-IFOVSUQLSA-N
Q110170662	PEQRNFISRBKXOW-BTFPBAQTSA-N
Q110170663	HRHABFVVFDETJB-BTVFNWTGSA-N
Q110170666	DIJCCOGBPIXGPC-ARNZFVCFSA-N
Q110170667	KDOGKNPKMHEEDT-HXUWFJFHSA-N
Q110170669	PUSNSFIJAMTISX-LQOHYYORSA-N
Q110170670	IJCXAYLCWRSYRK-ZTBDEIDFSA-N
Q110170671	ZWCDRMRUWBWCMO-CIDNLELXSA-N
Q110170672	DKMVGOUNOOQTMD-CSURFTHISA-N
Q110170673	VFPMAWDJYXGIAH-IOKJCCLTSA-N
Q110170674	KBKMUXNIVWGYJS-LAVOEFAISA-N
Q110170675	RUJRXXAOXOPPRI-PBJUOQMESA-N
Q110170677	YEMNSERJUDIEQA-WAYNOXNASA-N
Q110170679	XIIOIZOTIZPWAI-CLARFEIDSA-N
Q110170681	WDNGHWRLVPXLRO-UHFFFAOYSA-N
Q110170682	TVKYUHPSZMLMCZ-UHFFFAOYSA-N
Q110170684	QFKJMARVAXHICO-RWFVFKHMSA-N
Q110170686	WKOMIUKNOVPFBX-IXZYDXAXSA-N
Q110170688	ZRYNSNNKWOYABS-BDWKERMESA-N
Q110170690	JTAXSEZBNKIDIJ-SXBFSDCCSA-N
Q110170693	FVWYWIXJEBEYJF-GIIASWOGSA-N
Q110170695	CCDHJFKYGOQXFH-LSJOCFKGSA-N
Q110170696	DUDSGNWUGPURNP-UHFFFAOYSA-N
Q110170699	QFVUWPJXYMYLLE-GFCCVEGCSA-N
Q110170700	FAILLCWFDASZHL-GFNNBAJCSA-N
Q110170701	PPIPJGALHMEMHA-ZELQLRTASA-N
Q110170702	MSUKKAKNJDCWOC-RMMNZIBASA-N
Q110170703	ALFVOQJWLAVUQQ-HFRKXTCESA-N
Q110170704	FGSIRJWQNOHNKJ-QRJIFKHRSA-N
Q110170705	LMKCBKDGBOGGFK-HMAFDYGFSA-N
Q110170707	AZEPSRJBBLDGNA-MVMQPQNDSA-N
Q110170710	LTWUOOAIEQIKJJ-LRESJZTJSA-N
Q110170712	CZOVWCYITKRFFT-LRESJZTJSA-N
Q110170715	UJVLDBPBZYHNOB-ZMAPLJKYSA-N
Q110170719	YTHUMKQTFJDAHM-HOYKHHGWSA-N
Q110170720	YTHUMKQTFJDAHM-MHECFPHRSA-N
Q110170722	LESABLYBGJUZPQ-GJQLDDCUSA-N
Q110170728	AQBHBPBJANNJKW-AALRHGRASA-N
Q110170732	DCWFHKXKKWCTRD-URUFXOQFSA-N
Q110170734	DCWFHKXKKWCTRD-ROCDMTIMSA-N
Q110170736	MLDFAXSXLVAFNZ-AXSHPJPXSA-N
Q110170737	OSEDKWKVFUDTBD-FMQYXTRESA-N
Q110170739	PJWNQQLNZSOQAT-QCWPMIFTSA-N
Q110170740	SKFGYWJEITZBTI-YHRZVBOISA-N
Q110170744	UNSBPRMVTRXQEW-BKOMCJNNSA-N
Q110170745	RWKBSPLSXUPIGE-XRXFAXGQSA-N
Q110170746	IANLYEFHDSCBJF-JCVKBXTBSA-N
Q110170747	GSFSQDGNNVDWOU-KQWMUXCGSA-N
Q110170749	QTKLYQUYVWMVAJ-GNJRFXKQSA-N
Q110170750	BCKHOQORNVYUCE-MRKXFKPJSA-N
Q110170752	JZAARKDAHJJANM-QBPKDAKJSA-N
Q110170753	NDOHHEDAXKQGBY-QBPKDAKJSA-N
Q110170754	VBVVLENGSKTSOM-QBPKDAKJSA-N
Q110170755	MJFXZXHYMQMYRY-RBSFLKMASA-N
Q110170757	OXCUZVSTMRVDQX-RKDXNWHRSA-N
Q110170758	HKFUVFCXZWXWEF-CPPKSIGKSA-N
Q110170760	ZZOFMIRPCJIQTG-UHFFFAOYSA-N
Q110170761	PAUDJWMVHHDYMX-ZYHOXTAXSA-N
Q110170764	BISHCHREGQIJEZ-ZJCALZMDSA-N
Q110170766	BRRHWDDZWCUKOK-ZEANOCOLSA-N
Q110170767	KERIGWGQSDLUFJ-KEKNWZKVSA-N
Q110170770	UUTDDCCHVKTGBI-WLLDABJHSA-N
Q110170771	JHZOEIVOCOKXDE-UDCRJHKYSA-N
Q110170774	ZEANERNKMXBETI-YHMKBQPKSA-N
Q110170777	ZEANERNKMXBETI-FUIXIROHSA-N
Q110170778	LMSBOSNCHRJDJX-UHFFFAOYSA-N
Q110170779	UNKBGIGJMVVZES-TUVUNVSASA-N
Q110170781	QSTWWSSMFYPLHS-WTBBCNCBSA-N
Q110170783	FTWIBCFQLNKHTC-XEXUXASOSA-N
Q110170786	QBESIVWHFJCBKT-GFCCVEGCSA-N
Q110170787	DHVYLZQRJIDHEI-FTEXIHFASA-N
Q110170790	HUBJESYCUSZFBU-NUYWURAWSA-N
Q110170791	HUBJESYCUSZFBU-ZEJRFTOJSA-N
Q110170792	MYRXTTUJWHOMGE-MDZDMXLPSA-N
Q110170795	VYYORNYTPDMQJR-JHSPYMOQSA-N
Q110170797	RMXAQEHTFWVRNV-QPEMMFCMSA-N
Q110170799	FBCYAKIWHXOUFS-JFSYCEAVSA-N
Q110170800	KMUUCYXSRUHGAT-UHFFFAOYSA-N
Q110170802	IBFOIJMFLLVZRV-CYBMUJFWSA-N
Q110170803	CZCUCCFARHTVGL-UHFFFAOYSA-N
Q110170804	CWGNLQSHRJXKGU-UHFFFAOYSA-N
Q110170806	WLQHOYVNIONBHA-CQSZACIVSA-N
Q110170808	FNFYONWPUAUWGV-WJCJGBOZSA-N
Q110170809	SVIALEXDTCKIAX-FHYSOXBQSA-N
Q110170810	SVIALEXDTCKIAX-POGUGEPASA-N
Q110170811	DZWRLKXOLCEPOT-WDGQQCRXSA-N
Q110170812	DZWRLKXOLCEPOT-UAURMHOTSA-N
Q110170813	XHPPOQJGQXKMJQ-KUERZOFBSA-N
Q110170816	GUGCLGNDIVAWRQ-ZETCQYMHSA-N
Q110170817	GNWBKRGDJREVRW-XIMOZBJHSA-N
Q110170819	XDMCELQXXFNJAG-DSFXNNMOSA-N
Q110170820	CWUNJRMISPNJFK-DTNNBZDOSA-N
Q110170821	PQWHSBFCJLNLLH-BKKSKTJNSA-N
Q110170822	ZVKSBSDUFIZVND-JTXVFRHSSA-N
Q110170823	AQEPQBQWJWTQJY-PZJWPPBQSA-N
Q110170824	AQEPQBQWJWTQJY-CTNGQTDRSA-N
Q110170825	XDIXVBMXDXGISX-AKRCKQFNSA-N
Q110170827	WSOSQBNYWYUTQJ-UHFFFAOYSA-N
Q110170830	ROKYRSDVVZPKIE-QFIPXVFZSA-N
Q110170831	ZZKFUHZBJMMIOO-UHFFFAOYSA-N
Q110170832	HLKLQODPDQRONB-UHFFFAOYSA-N
Q110170833	APGBBTKLGOOHEX-CHHVJCJISA-N
Q110170835	WXWCOSOWICYAGR-NSHDSACASA-N
Q110170836	PPZKXNKVTPAZFT-JBYGLJPXSA-N
Q110170839	XJGPJMVYQFDHEG-HFDPWBFESA-N
Q110170840	MQWFOICQHNOBOJ-NWDGAFQWSA-N
Q110170841	GLIUKFPZRDBCLR-VXKWHMMOSA-N
Q110170842	CFURGHSMIFHOMJ-UHFFFAOYSA-N
Q110170843	YXZXEJILJDMAHN-SRJMBQCHSA-N
Q110170844	PQVPYQLEBUZLDC-TZIWHRDSSA-N
Q110170845	PQVPYQLEBUZLDC-PZJWPPBQSA-N
Q110170847	LPJQROAWMVXSMD-YTQUADARSA-N
Q110170848	LPJQROAWMVXSMD-NZSAHSFTSA-N
Q110170849	LPJQROAWMVXSMD-NEWSRXKRSA-N
Q110170851	LPJQROAWMVXSMD-WDSOQIARSA-N
Q110170852	XSLDQHGHXMMWHY-HOJAQTOUSA-N
Q110170853	GELNNNASMSFYQL-OEQDKPJQSA-N
Q110170854	GELNNNASMSFYQL-GMZAKQQWSA-N
Q110170855	GQZAPSUGCBOUAP-BRFYHDHCSA-N
Q110170856	GQZAPSUGCBOUAP-MQWKRIRWSA-N
Q110170858	WKVIRHFLWGTKHV-YTXTXJHMSA-N
Q110170859	RXFBQFXEFJVRCF-OWGMDMNCSA-N
Q110170860	QQBDEWVAWPVHJR-YZCDNWJKSA-N
Q110170861	VANAINQFHHJRDO-UHFFFAOYSA-N
Q110170862	HSRPMLAZSLQBEY-UHFFFAOYSA-N
Q110170863	ABJKRTDKXKNJPX-UHFFFAOYSA-N
Q110170865	ONZFAILUHORVSN-UHFFFAOYSA-N
Q110170867	OQHNFIBVUMARNI-OWYHZJEWSA-N
Q110170868	IMZKVRDGBRNGJU-KQDNOMNESA-N
Q110170870	VBTSULDLXWYFGB-UHFFFAOYSA-N
Q110170871	MDEZIIAJIUNLER-UHFFFAOYSA-N
Q110170873	BHOQXJLGJIKGDC-BJQVYURBSA-N
Q110170874	UAUFKQPIIUAFIW-RSZILCHPSA-N
Q110170876	UDENPRNEBPZXPX-GMKCAIKYSA-N
Q110170878	DPGWEFMANROYDO-ONAWRNRTSA-N
Q110170879	HOGVSEXZFBBVKH-ONAWRNRTSA-N
Q110170880	SLFJNCYZBMUTFR-ZZIHQOKHSA-N
Q110170883	ISZJBAVZNJEEDI-BWQAWQPQSA-N
Q110170884	KGOCDVQAEUYVSS-JIUCGJJDSA-N
Q110170887	DQBXBQIOPVLJEV-YJAHQBDKSA-N
Q110170888	FYSIXOPMFQMEHK-BMAPQGJISA-N
Q110170889	YLJGPZCOGZACRT-DPSFEFNXSA-N
Q110170892	LIXXXEJZGBROMS-ZIEMIZFUSA-N
Q110170894	MMJNWDXFGZQTMI-UHFFFAOYSA-N
Q110170895	YRYSGQMHUIAXPV-KHPPLWFESA-N
Q110170896	PWRDPNAWRNTGJU-KHPPLWFESA-N
Q110170900	PQGNXUDEWINQQV-SMMXGFFBSA-N
Q110170901	BLPXOZCSIARXAT-VTQDYBALSA-N
Q110170902	PTNYYODJBDDUKA-NGXZDTIWSA-N
Q110170905	ZXDBLETYGYFMFF-DLQIGINHSA-N
Q110170906	JZFMOJGFJLNSSI-GJJHYRHESA-N
Q110170908	QUOSVFHDZLKVGE-ITLVQHHPSA-N
Q110170909	BFGYKUOKRLHHFV-KDDOJWQBSA-N
Q110170912	MOONIDRQMWVQGS-UMNHJUIQSA-N
Q110170913	SYHQBGLUCBOBKM-GMOBBJLQSA-N
Q110170915	AKYGUIAKZFCMSM-NWDGAFQWSA-N
Q110170916	KCFGYWJEICTAEX-OAHLLOKOSA-N
Q110170917	GVTNCLLILDBBLI-QGZVFWFLSA-N
Q110170918	GVTNCLLILDBBLI-KRWDZBQOSA-N
Q110170919	GJBSMXDYKVJOSZ-LJQANCHMSA-N
Q110170920	QQTFLEFUIYNIRR-WBMJQRKESA-N
Q110170921	ABMDAGRSUWMYPO-AXUAAXHCSA-N
Q110170922	JPRCDPIFEQUQPQ-AXUAAXHCSA-N
Q110170923	HPCOKYKKNSAEDH-AASZTHNDSA-N
Q110170924	HPCOKYKKNSAEDH-DJPMOHGLSA-N
Q110170925	JBZGVPJZPTUTAU-WPJIATISSA-N
Q110170926	JBZGVPJZPTUTAU-OMXSNZPGSA-N
Q110170927	LQXNTMMEAPEMLM-DMLHXFJKSA-N
Q110170930	LPATXFZOFWWGRN-BJMVGYQFSA-N
Q110170931	PFEIHLXGZYKOKD-QMMMGPOBSA-N
Q110170932	XDOFUJHYZNJQOY-SGSMGHSDSA-N
Q110170933	OSDXJRGNMMQGPL-KWCCSABGSA-N
