Q114196025	BHWUKOCNOLCGLB-ZRMZGJFNSA-N
Q120309999	KAQCYJSOZNMPSF-UVTBUIGASA-N
Q120310003	KVANMPGZGLCEPU-QNWDUFECSA-N
Q120310010	XGNSPFNPPQLLIF-FATFKCPXSA-N
Q120310015	WGQINUMYEINSSF-AMAPPZPBSA-N
Q120310021	FAGPIQKLWDQIGZ-RGULYWFUSA-N
Q120310023	SARJSVQIDFPDEZ-RUZPGRMOSA-N
Q120310025	ADZCRTWSMKYGAT-FXZHXITLSA-N
Q120310026	SPIGMOHFOCAURT-BCWBHBCESA-N
Q120310028	RIYHSEZNQJTWAJ-AMAPPZPBSA-N
Q120310036	ALTXAXVPSZVKDP-ZZTWLFPRSA-N
Q120310040	CGTQQCNTFJBKEG-YGLMLSOOSA-N
Q120310043	IQICQBYOIPVODO-PVXQIPPMSA-N
Q120310049	JGHDDBCMNBCPBJ-HLFYWILQSA-N
Q120310054	PDNKYSOBMKUPOM-PVXQIPPMSA-N
Q120310056	UDEJBAWRBBYBQH-LWWJFRCZSA-N
Q120310073	HSCLFXODZOKNBN-KTLOCNBJSA-N
Q120310075	NSJRSOGSRMIPIT-BLNDPPDNSA-N
Q120310077	YOFHVFKXEMVJKH-ZEEBNHIGSA-N
Q120310080	INTDNIXRURQKTE-OCBVSMSVSA-N
Q120310082	QLCCRTVOTIGPJO-ZFZCUERGSA-N
Q120310084	YWVTZBUKNLTRRA-RENZNDBLSA-N
Q120310086	OHPHIZCKAAJKOG-PBSRCHRYSA-N
Q120310088	MLNJGWSQMRTKFJ-YHYWVJSQSA-N
Q120310091	HIAPNMLQHCEDGR-UJWUCISSSA-N
Q120310109	MMKNTYVQGOCYTR-TWSUCGMSSA-N
Q120310115	WTSCSBGIKLYSQE-BXVFSVMNSA-N
Q120310117	DRFZOBWAMDOPNO-VWDJJHQOSA-N
Q120310119	SJMPCPIDZVEHCY-TVOYURPISA-N
Q120310121	KZRSHVZSFLQTTN-XFVIXYEVSA-N
Q120310123	QEDHBIJABLFWFT-ZDHOFTATSA-N
Q120310131	YORGPZAOODGUKY-BLNDPPDNSA-N
Q120310135	INETUYRKQNCILQ-OCBVSMSVSA-N
Q120310143	JSZBYUMSUZXCRU-VHNNSRNBSA-N
Q120310145	HENYYOOISBZJSF-ZXDUGIJDSA-N
Q120310147	CKAHCYHSTPHCJL-BCINCGEGSA-N
Q120310149	LUACNSMEYWBEHO-AFPNGVDTSA-N
Q120310155	QESLPDRCHITMIM-ATNRKJKCSA-N
Q120310157	XTMREJZEKABMTB-RMGXBIFESA-N
Q120310166	WVEQLSKQDIURRS-VWDJJHQOSA-N
Q120310168	SYDJKVIRXFWJOF-HTKMYQCZSA-N
Q120310170	JGSPPYZHDUHAIA-XFVIXYEVSA-N
Q120310172	ZJIKEFMIIGSZMQ-SZQULDESSA-N
Q120310178	DYXKWPLYJBIGIH-AXCWTPSXSA-N
Q120310182	IQDGBOZPOYBNGJ-ZJLVNTSXSA-N
Q120310193	TWYZQURQGHNJAP-BLNDPPDNSA-N
Q120310202	GXFCFPKSRFBMCJ-SKUOEUMTSA-N
Q120310215	FOPOOQFGBUXRJI-KENLBXTASA-N
Q120310221	JIVCCWGJYHWJAU-NIKGOBDMSA-N
Q120310226	ULDHSMRFXZGGHZ-VWDJJHQOSA-N
Q120310230	RGNLPONMVZHUON-LGWZPJDBSA-N
Q120310233	GLPPNBCGSQDSIX-SPFVKVCKSA-N
Q120310240	DGHHLBLNCPREPM-ONEORPAASA-N
Q120310243	VWUICCZPDWHBKV-LJNVEGNXSA-N
Q120310246	ZZTHAFWDWNVSSV-AXCWTPSXSA-N
Q120310249	SGCUIMBPOUIRNM-JPBOENFQSA-N
Q120310254	DODWYQLKEVEMDG-XCZYPEPESA-N
Q120310259	ZGYOYAMSSOHSBN-UKPLKVBFSA-N
Q120310261	HFOCBJBGJWHDRY-BKTKHYBUSA-N
Q120310264	YFGQGGHUTZWZTK-XINCJXNQSA-N
Q120310268	UQWBPJNTCWMZPO-CHHJLTLFSA-N
Q120310270	LLQQZSNCFXYOAP-XUDGWLFUSA-N
Q120310273	MLVSZWFNAGJHGB-RPJOVQFHSA-N
Q120310275	UUMYUCJPIGBXQK-HYDFVGPPSA-N
Q120310278	RPKWDKFRMXMVIY-YDGTWFSDSA-N
Q120310280	FHLVPQNAAUFYBS-XRKCHPOASA-N
Q120310282	GOVUBFPOGYDDRL-KRFNCUEWSA-N
Q120310283	VVZRUZNDHOKQSD-YFBDMMIZSA-N
Q120310295	HLISFLFEEBTXRV-FRZHUQNDSA-N
Q120310297	JRLGKCGUDLONSO-RPWUZVMVSA-N
Q120310300	FZUFCKYWYUGORZ-SLSDLOGTSA-N
Q120310302	JTHCCKGEGXLBGO-BIVCQWAISA-N
Q120310306	MROAHXOXGSRKRS-KJETWVFCSA-N
Q120310308	NBUUZDKWUDLKIB-QYDRLJNVSA-N
Q120310313	KDKUPWGASYOIMK-MCNIBRDVSA-N
Q120310316	WQWSUENXYNSINA-KCVNTPOGSA-N
Q120310319	ZLBMVWNMXQYAGW-POMKQTDJSA-N
Q120310322	FTZJCZOBXWCRPG-YLXGIGILSA-N
Q120310324	UVRWNZBXLMSZFS-IEACRGRWSA-N
Q120310325	DSUKBLPUEMZQIX-ARCRADLVSA-N
Q120310329	IFZCAKDVWKLKEK-RPBOFIJWSA-N
Q120310334	JHARNNCEHJWSFF-VWUOWRRBSA-N
Q120310339	HMEVUVNQDXCEJS-JLHSHEGMSA-N
Q120310341	ZEPUSHULPSPFJG-RPBOFIJWSA-N
Q120310343	OKDHAHLLVBYLHA-RTWAWAEBSA-N
Q120310348	HKSNQYPDFLKXEB-CMMNMCQRSA-N
Q120310366	OJQXZYUQNOHGMR-DTAASTIRSA-N
Q120310373	WSJHALNWVJOWBQ-YCBBFNCBSA-N
Q120310375	WXOIAUMPJKJVKS-BGCJVFQUSA-N
Q120310378	XAYIQVVVDQWTIA-RLBUSSPDSA-N
Q120310380	IXTQNSDMUHGQRK-JWLQLNDYSA-N
Q120310385	BNEUAVVSNJOFAP-LNCCQXMSSA-N
Q120310387	JNPGPOUUYSKGFG-LEOPJKEOSA-N
Q120310391	ISKGHSOAUJFSJZ-OIDHKYIRSA-N
Q120310392	JYDSICMKMSYKSO-ODLGQNLUSA-N
Q120310394	VZQSNWLCZJBTHV-XZPRYJARSA-N
Q120310396	PGPQSBCBZIIEQG-CTHZMDPNSA-N
Q120310398	QBGFKZDVLYMWAB-IIYZHQPASA-N
Q120310403	HGTBDFFXOLRIBK-WFOOSBKCSA-N
Q120310405	JVFIFHJGDMOOEX-PQQNNWGCSA-N
Q120310409	VBYJZYPORIQRSX-LNRJLOBGSA-N
Q120310414	AAABYGXUNQSIIU-IOWSJCHKSA-N
Q120310417	KXGQVUOZHICTOQ-XXFKESNDSA-N
Q120310423	GNSBGXCBUXQYGG-HLTILMCNSA-N
Q120310425	SAOSMIOSYZAZNT-WYRVCTHCSA-N
Q120310427	UQTGCVGRHRTGCL-QFRSFYABSA-N
Q120310429	PKNLMEZEMVTJDM-OIDHKYIRSA-N
Q120310445	IFVBZNWVWZLXTQ-WQQOROIJSA-N
Q120310447	LTNFFZGMPVCCIX-XAYWGOSVSA-N
Q120310449	BRJDUVAQDSIYGY-MYZYGXEYSA-N
Q120310460	ZXUUQRIRSQFWKA-JXWOVUMLSA-N
Q120310465	XSKSQLPIIDBXRV-IOWSJCHKSA-N
Q120310467	UVKRCQCBTFKRIM-UOUHZCOUSA-N
Q120310471	XEWGNFBGFJTIKP-OIDHKYIRSA-N
Q120310474	IETCFZIJAVPVGG-CLEKZTMOSA-N
Q120310476	NYMGDEPDTWSFCS-QHRNYHHVSA-N
Q120310483	GPVIMJWVJZCTOV-MZANBATFSA-N
Q120310488	RSANXNXWHSIREH-WVAQXVMCSA-N
Q120310498	JVBVSKMZAJDIHI-UJWMCUGQSA-N
Q120310503	QVVGHZSFBWIYTR-NVAOOZJESA-N
Q120310505	HCGUBPSXFXCLIL-DIBQBJQOSA-N
Q120310507	BAWDIQRVSWNRPE-XHUFWTAKSA-N
Q120310508	YHFQYVREPLFTRM-HRACJRRMSA-N
Q120310510	SYJSXEKJSHYZJU-FKGBCGSASA-N
Q120310521	NODVTCMRKBHAQR-AGMUOFSNSA-N
Q120310526	KXHFMVUHXOUNHN-VZDYQWRFSA-N
Q120310529	YZCLXZXQSRBJEN-UFVYDPKHSA-N
Q120310536	PXVCLRSPFRAZQR-DETHTZBZSA-N
Q120310541	KDDJQFSKBXJAOL-QPVVTJCESA-N
Q120310543	WQFRRTZYMJAZSQ-RJXATSBXSA-N
Q120310556	KIKZMPYUVLGQJZ-DKAMBCLFSA-N
Q120310560	PTPWSDSJXNKQIC-IOWSJCHKSA-N
Q120310562	ADZRPPHMYNWJJO-JHOUSYSJSA-N
Q120310564	UMFZNZVXBKWSMO-DIBQBJQOSA-N
Q120310567	TUAGBEPKZNZUAG-MSUPWLJTSA-N
Q120310569	MZTQTZHWHAZRCH-NBRWBSCISA-N
Q120310572	CAKDJPLPYOYWLK-FMECKOKGSA-N
Q120310573	YFDUUYFJXFUAIE-GRIMAIKSSA-N
Q120310578	WXUHYVJIFRMYKP-VASUMWCXSA-N
Q120310581	ZBLSNHAXWRMYIA-GFZIUNDHSA-N
Q120310583	XSJKEOCUSUUVLE-ZESVVUHVSA-N
Q120310590	OJRIFOSFBHNDES-JCGFRRIZSA-N
Q120310594	YBILTFVOSQIDLK-HEKMNMSHSA-N
Q120310597	RSEAONLWAXFECH-WVILEFPPSA-N
Q120310599	AIXJRLNGYXUSPJ-RJWRTZJSSA-N
Q120310602	IRZKPMNWJICESP-QQPUKUCNSA-N
Q120310608	RJOFHSGFOSJBBO-DQUJQRFXSA-N
Q120310613	FCJNEWSMZORYJG-XHUFWTAKSA-N
Q120310616	JGKSWAMSUILMJZ-BNWGKQCTSA-N
Q120310620	IBVRQZLNTYFXCQ-XCQZORMGSA-N
Q120310622	KRSAVIDGHPUUIV-PETUGVCGSA-N
Q120310625	VGIJNPMMIXDGAK-HRMOSXFRSA-N
Q120310627	YEBPYTAGRXGOAS-KKDHLMPGSA-N
Q120310629	FTDKOHZRKAPYBF-WEBXSSISSA-N
Q120310637	VTVMWHUNEARASS-XCSCYKDMSA-N
Q120310641	YTHXXQXWASIONA-OQDKLRPXSA-N
Q120310644	APEPIKXUERKACI-OPIKARGUSA-N
Q120310647	ORHZMILUBDVPNL-XZONFFRKSA-N
Q120310648	UXLKKCFBRRGSML-LXGRKYAUSA-N
Q120310651	MGZVPJWZFYKSPN-FYEORKCNSA-N
Q120310656	ITNHPXKGHKCEMV-YVLBHWADSA-N
Q120310658	XYBHGMUVJOJTDZ-JKCCHUFSSA-N
Q120310660	RXXCMEKYUODFLU-BQLILCRZSA-N
Q120310661	JODSZKSWKMYMHT-WDYPWAQJSA-N
Q120310666	XVUZFQFJSPZQMG-FRRKFKNYSA-N
Q120310673	RYHJACYQTJIGMZ-JHOUSYSJSA-N
Q120310680	VZDFTHUVSLNPEO-GQXGIJAMSA-N
Q120310689	JJFSTAGYXORCOG-BGCJVFQUSA-N
Q120310693	NIUAUCRTWOMHFN-HLTILMCNSA-N
Q120310695	ZRLOULAYSOHIEF-RMXHKZMYSA-N
Q120310718	BFIMUUYOALOYGB-NJXCWUJZSA-N
Q120310720	NIORGITWJYXLNF-VIGWCXIXSA-N
Q120310722	DWIAHTSGFGBNNY-VNEGZISYSA-N
Q120310725	UEFJRIMACPDCHB-KBTQSRGQSA-N
Q120310727	RGDBTGONENRCCN-IAMWQIMGSA-N
Q120310731	POBONBHLDYGTCT-HKROHRCGSA-N
Q120310734	DNINWUYYAJTKCD-KVAIXNFWSA-N
Q120310741	CGKGOCDDWJEIFC-OIDHKYIRSA-N
Q120310744	ILTOCVUJZXMWRV-PQQNNWGCSA-N
Q120310745	MHNGEXBQDYOSOH-ILKHLXMCSA-N
Q120310748	UJEANGZHUYFOQC-XCMZTCBNSA-N
Q120310750	BCTFKHZRUUSIBS-KVROIWGPSA-N
Q120310752	ACCMTWPZHHWOQK-HQYBLNJWSA-N
Q120310758	XNSNNULVIYTIIC-JBMUNEHNSA-N
Q120310760	VRXBINAFDUHENA-IOLBBIBUSA-N
Q120310761	HJDPCICAVUGTCF-YLYHLXCMSA-N
Q120310764	UIVYBAIAUOFBDI-RJZKOBMTSA-N
Q120310766	XYDVPFDUWSJQDJ-TWOOBQCCSA-N
Q120310768	NTOZCCISHWUGMU-XNJMBEEBSA-N
Q120310776	GDNSPKYFJRPURD-VHQGHFKLSA-N
Q120310777	DSDPANGBFNZBFP-QKVMJMSWSA-N
Q120310780	RNPXMQFFTHJOPA-AOSGTROJSA-N
Q120310782	SHRYRNCVQRNJPI-RLBUSSPDSA-N
Q120310788	OPNRBVBVJIOEJE-CLEKZTMOSA-N
Q120310793	FHKFOZICTLOGGM-HRMOSXFRSA-N
Q120310794	YBMBGCRCYPZPRW-NYMVISBMSA-N
Q120310798	VHCFOXWHBIUJJP-MQBWKQMVSA-N
Q120310804	JRYQGDXDSGZUJK-SWQTZBCUSA-N
Q120310814	KRGBDQLFUKCQPF-KMPZTKSBSA-N
Q120310816	HHOWDZWBYWIDJW-PTZNIXOCSA-N
Q120310819	PQEYJCHVTWVVAP-NSVJKKFVSA-N
Q120310821	IEJRFWJHNGWRLU-JMGXWWQKSA-N
Q120310825	HJXSNMJOHVOSFV-MMVRYLQTSA-N
Q120310831	BHCGTFUCOIUIOF-YETNQAKMSA-N
Q120310835	NKYNQOIEELJHSP-BEFUGRHZSA-N
Q120310838	NNDBCFNZVYMUMQ-VXNOEBJMSA-N
Q120310844	GGMBYLGLRILDSD-VQDLIKAASA-N
Q120310846	WSXPDGFXIPEFAL-KRTJINJGSA-N
Q120310850	RLNLSCCBFTUNPI-MZTPGOTKSA-N
Q120310854	HKCZKKZUTPWIGK-BKXQLYPZSA-N
Q120310865	HOBWQAISHKANEQ-RXKUTMKKSA-N
Q120310868	CKGWUUBZGUCGNO-SVFAVQHHSA-N
Q120310888	PRKFKQVSMYCRHY-KKDHLMPGSA-N
Q120310891	XORDNGITMCRKGR-KXPYAKHJSA-N
Q120310898	APMLSHWTKXOHER-LAHHSGMSSA-N
Q120310900	SKOAOFSVEBWTOO-DCXNFYAISA-N
Q120310903	HAIMKUSRKNDECB-RNKDRWLXSA-N
Q120310906	CMKHMDVAVRRARP-YPRDTWENSA-N
Q120310910	IYTNBJGJEIMNNY-AMYRHQBASA-N
Q120310913	CHIPOLXFOVWEMS-XEPQIOIISA-N
Q120310915	XZCCBDCGTQPCDC-FRLSYQLESA-N
Q120310917	ISGHWBWJCDGXJU-OEHFROSKSA-N
Q120310921	RUSAHWCGRTXUEQ-ZQWUQZBSSA-N
Q120310923	UCEZPZJWDWQOCT-LNIMATPBSA-N
Q120310933	HTPRIWOSFUXUPS-CGFVQZOOSA-N
Q120310938	YNCPKPGNDMIKKB-BIKYFZNHSA-N
Q120310940	MJLCCZPQHPZXBQ-YDVBBDQZSA-N
Q120310949	ZKQDJDKWAQGPIX-WEBXSSISSA-N
Q120310953	KXFYWXINPXYCCC-OMCDWIPVSA-N
Q120310954	VUQMWUFZWCTAEB-DCXNFYAISA-N
Q120310956	XQABIPXCSRJGET-WVILEFPPSA-N
Q120310958	SRTSEYFCMRQTIV-IEHAHOELSA-N
Q120310967	TZNZKAATIVRSIT-SXPGKWTQSA-N
Q120310972	NHOVCGWYDMSFMH-FMECKOKGSA-N
Q120310977	WXNDWBCNJOAEJF-KOXHLKJNSA-N
Q120310986	AQWQJIDCKUOKAY-RIZVLYKNSA-N
Q120311001	LEQIXGBEZBNXGA-JCXFCRQFSA-N
Q120311007	ZGSOBILXFPXOHZ-QNZMSYMZSA-N
Q120311011	SZOXZKIJYLNJHR-IEVJMAIKSA-N
Q120311016	GKUOBXNAKFCQRU-KMPZTKSBSA-N
Q120311021	FMUCFHWUEVBSIA-YIRSFEKTSA-N
Q120311028	SOTXGCXAJCDUSY-WTDVCLANSA-N
Q120311030	IYOGNJOINLMMHG-QJECACJOSA-N
Q120311032	DTYJSYMMNJFNCQ-OVDDOCTESA-N
Q120311035	KUFPRCTVHWBJHF-DHSHJIJTSA-N
Q120311038	VLEQPHQNQRKLLX-UKEDJSMESA-N
Q120311039	XUCBELRZOBRLHE-MBZMYTLASA-N
Q120311051	BGACOMFOSIWHOI-ZWXPMBJISA-N
Q120311056	MCXSKQWYNRNLGF-GQPHTWMHSA-N
Q120311060	BVCAYNMTQRENAL-KUDWPPLOSA-N
Q120311064	CRMBDNVWTUGBMN-FQTJGYFUSA-N
Q120311066	DNEIBWIGGRQBMO-RYYNODHJSA-N
Q120311067	KQACSJMAYRUMKC-CQSPWIKMSA-N
Q120311077	HIDXCVGSSKZEMB-JLDMFRLUSA-N
Q120311082	URTRMGALUFYRQE-ORRJXTCSSA-N
Q120311084	IPCDIDJTISNOLB-VJSZKWLZSA-N
Q120311091	LQYHWTQSXZDMFT-CAKXIDLISA-N
Q120311099	ABSPOZQYTJZTDW-VZDYQWRFSA-N
Q120311107	BTZOBOVIQXYFAR-NJXCWUJZSA-N
Q120311108	MKSZRYXUROVQGL-RZUOFOGFSA-N
Q120311120	SCBGLKWFXQKWHA-ASCTXPRASA-N
Q120311121	JXTJFXDGYRMBCO-FKWMZLEJSA-N
Q120311124	ROAKRTPKIHBOGL-QRLGJTFZSA-N
Q120311129	IKWXYRYXPYLGDI-VVJMSEJKSA-N
Q120311135	MAWGKHZKRMXGKE-LMGAJUDXSA-N
Q120311139	OTNFOGMPLMPWOU-BJOKVKRHSA-N
Q120311141	WKNBDLLOCPAUPD-VCPGCBJVSA-N
Q120311146	MXOHINUJJXYGMR-RRSBBRIRSA-N
Q120311152	APIJXQIPZIJFGI-RBRHAEDKSA-N
Q120311153	OHFGPTPRMJDUKH-FHDIBYGZSA-N
Q120311240	UFUMLNAHYBAUKI-IEROUHPHSA-N
Q120311241	UXQKXLLYMNRLHN-XLIVNHJLSA-N
Q120311243	ZGRHZQMDQQFMME-VRSMNSPCSA-N
Q120311246	WHUYXDBKZOGVHD-HKAVRQNJSA-N
Q120311250	DJAUZMUFOTYMMI-QTSSGCEISA-N
Q120311253	XNPYDXUCKFZMGG-JYXIPZFISA-N
Q120311254	YDGXTBXHWARBNI-WTKAMDENSA-N
Q120311257	DWGPHTIICYADRO-AEVXOLMPSA-N
Q120311262	OXBSEZVZDYIYLW-RFRRRKNSSA-N
Q120311266	AWSPQKRMJYMJJN-JMTJMCRBSA-N
Q120311268	OQVHVNOTZDWZPU-OEKSRJKNSA-N
Q120311269	BMKGVIWEXORLPR-NHCONJQASA-N
Q120311271	UYUZQMIXAVPNIZ-XLPMURTQSA-N
Q120311274	FUJINBUACNLJIK-VIGWCXIXSA-N
Q120311279	XVYUJYVITUTKET-MMVRYLQTSA-N
Q120311281	DIGVZHFOQWDIAN-XEPQIOIISA-N
Q120311298	FTDWLFBORBUFNO-WIAXNDTPSA-N
Q120311300	SXUJPTWHFARFAS-WZYYJWNZSA-N
Q120311308	ACRORHSOSQHWND-WRSKQTTFSA-N
Q120311313	SNPQQVVSUHRVAL-VDWNENOSSA-N
Q120311315	CNZYXRWOPYTPBE-JCGOJSMZSA-N
Q120311318	PYKYWGGAFXYESU-YWPUXERESA-N
Q120311325	KNMNKNMFZYWLCN-SHSUNWIFSA-N
Q120311332	WMRHVNPMUJEDMG-NCAZSXBNSA-N
Q120311336	UGTLRZRRVSLPJB-KOVRFOQHSA-N
Q120311347	GOEUJYYWVYDXKG-YLYHLXCMSA-N
Q120311351	ZHRYLQRQJRPRQV-FRLSYQLESA-N
Q120311354	QRSHKROOJVNJFH-XABOAZGISA-N
Q120311359	WKKWMYWJHQWAFW-GFSQTVQMSA-N
Q120311362	BLJBKYUMFRTWIY-FKWMZLEJSA-N
Q120311373	GATLYFXCUYCHPX-VMSLQIGHSA-N
Q120311380	BULPVWJAFKPDEP-CIYYCOHDSA-N
Q120311384	VULMKIJGYBLJCL-MSILKGAPSA-N
Q120311386	ALBBJQRTAADVGM-OOSNVOLTSA-N
Q120311387	RTGRIHKOZXBHBM-HLNHDSNGSA-N
Q120311390	NAOIZFXQNWEONO-RLAFDCIISA-N
Q120311392	ADQMPOKGRIRADO-IVEPSMRTSA-N
Q120311395	LNPMRTGVHOWMKC-UGLGDMGDSA-N
Q120311400	GWCRSAIXBFXOBE-ZESVVUHVSA-N
Q120311404	YATZDOYJKVWNPD-KBTQSRGQSA-N
Q120311408	GOBQPNJGTFGUMT-YETNQAKMSA-N
Q120311419	JQPQVILMHWZXLL-IQWYXLONSA-N
Q120311424	XVNLTOYURBTNMA-YWPUXERESA-N
Q120311427	DLQWHKKIBUCCLF-BSXVWLSVSA-N
Q120311429	UYTVSHDKXNRZEM-GCAHJWCJSA-N
Q120311431	RQKDNRGXFTUFON-SKKUEKDSSA-N
Q120311434	ABGCUVCNIIEEGW-WQQOROIJSA-N
Q120311439	MMFRMTMQGBLYKC-MIBJEXJCSA-N
Q120311445	ZQMSICPZODDIDN-LXGRKYAUSA-N
Q120311447	PUGMHJAVLIDYFL-QVEKJMDDSA-N
Q120311449	YGIWIMBMRVMGJW-IAMWQIMGSA-N
Q120311451	GKESBZVXAYAVHA-RJZKOBMTSA-N
Q120311452	KOJHCXVADRGTIR-BEFUGRHZSA-N
Q120311454	IXNHVVSTOZLGKO-ZQWUQZBSSA-N
Q120311456	HGPVHHJJKCHMPZ-RBNOWSNYSA-N
Q120311466	WYVNEQZXCZILRC-QRLGJTFZSA-N
Q120311468	RJPZVNPTKGRMAX-IGGACNQASA-N
Q120311470	YRKRZNKWEAMTII-MUUUVZOISA-N
Q120311472	KKWNOJYNFAMEKT-VMSLQIGHSA-N
Q120311476	KJVKJPDBXFMPBT-VYIYZPSNSA-N
Q120311481	FZXHLSYNTSDCNW-MVZJZFHOSA-N
Q120311483	BMLXYGBCPZFGRC-AMDXMHONSA-N
Q120311489	RETKWHIEDVYXCL-QQFWDXGKSA-N
Q120311491	PBNJWYJAQQPWNC-YCWBYMFLSA-N
Q120311496	UTXXKYMLBDGHPQ-LRNWPYLNSA-N
Q120311505	RHSJAPSZMCEBAY-UICYIPPFSA-N
Q120311507	OHBCMOWQMKGYMN-NHZJTUAKSA-N
Q120311509	BQHJUNAZLJLLPF-FYEORKCNSA-N
Q120311511	JXLYMIPTXXQFSW-ZIKXZADVSA-N
Q120311515	HMCBKSCPOOACOE-MQMIVTRASA-N
Q120311520	FSNPDTRIYWLGAA-LNIMATPBSA-N
Q120311522	XBZSOKMWVKPRTR-ZSULPWLMSA-N
Q120311530	IKFQLEAXPYINSK-MNOQGELXSA-N
Q120311534	KEILJMQGPGMOPW-KLBWBNSRSA-N
Q120311536	PIDAOWWGZMPYIB-QKVMJMSWSA-N
Q120311540	CLRKKXIADVVHLH-SXPGKWTQSA-N
Q120311546	VXWFGYTWNIJSPE-SBKTUMGCSA-N
Q120311550	SBIMNCJKBKOTPB-UERDYBIYSA-N
Q120311553	MRBYXOSBBIQJDK-NFUUTZFXSA-N
Q120311555	LEILARIDJLBTQY-NAODUPFISA-N
Q120311560	RYMXRZZZRVKJGY-FFUKOTJESA-N
Q120311565	XXHHZMJSMQBPNG-IIYZHQPASA-N
Q120311567	HXMOBDSFPKUGLZ-MYZYGXEYSA-N
Q120311570	JDUWHYXMJHOKEC-WVAQXVMCSA-N
Q120311588	LEDVBHSKNOULNO-FFBGDOLBSA-N
Q120311594	QHEGSIPQODAZEL-IHYQUPFCSA-N
Q120311596	WATWQPIYNQFTJA-GTPDRRISSA-N
Q120311598	UPMGWWJUAOYGHS-KKVQZISCSA-N
Q120311600	VZBOIXWHYLKSNW-YPGCTOJNSA-N
Q120311604	QLEGMQMKRVDHPI-RPXBBEGNSA-N
Q120311607	VNZJRTVHOLBORX-KYEFCHRESA-N
Q120311612	QHUFFYNUKJAUQM-XIMTWWKXSA-N
Q120311627	VGQZRBNUTOLEIY-PPSDSHRZSA-N
Q120311629	QYNAEAMBFDNXFM-HNQUZMHESA-N
Q120311631	ZTGBFTGSUCKBJS-VGWQRAHFSA-N
Q120311634	CKXHFYOKMLTYAT-ILIZPTHMSA-N
Q120311637	FALKGJHUHZALLO-NTRJPBCHSA-N
Q120311642	VHSYKXXEXFBBGL-GGONITGYSA-N
Q120311644	AMCGLLAVHZDATP-NYKLJHNHSA-N
Q120311649	FXJOLNCGYADJHZ-XGKGARQESA-N
Q120311650	PIOZBVRMTQORLH-JIHFMEPHSA-N
Q120311657	FIWBOGJEPUEWGH-CCGHMXMISA-N
Q120311658	OEXRCXMBSGRBLG-AQGDJTQGSA-N
Q120311665	BRLMVJLLZBLTKL-UDWYMEBFSA-N
Q120311669	WHQCPNUEGBSIEC-YAHSEVICSA-N
Q120311671	PIIDYRYINNCRFL-MTWXUQMMSA-N
Q120311673	YGCQCXXNUIPYGI-XVAVWLDASA-N
Q120311679	JAIZWFGSWDTVAQ-HRMXZIFRSA-N
Q120311683	WKFTUZZTBSVXHE-GPNOQSIOSA-N
Q120311686	JQRJSWBOEZSABM-ZJRDSLLBSA-N
Q120311693	MCWHILSRYHBFQW-USOSNDGBSA-N
Q120311696	BUCSGDDIEGDCSE-HLEZLOOUSA-N
Q120311702	MKADWCGCMQNDLG-FJBFSXGVSA-N
Q120311707	NOGXUQOEUMYPEE-HDZLRNIASA-N
Q120311708	IKHLYORZACJXCR-CARWQWIDSA-N
Q120311712	GHHCEXBJBUVAMW-XMMSBNOZSA-N
Q120311714	SYUZKJGFHOPOGV-IPIKMSGESA-N
Q120311725	AQHBMALCCHUPOI-YORUMBFOSA-N
Q120311727	OXDWYMKHCSSMQF-MPYWDVCQSA-N
Q120311729	SSOMOUUDTMTVNR-PWVPTTDWSA-N
Q120311731	DDHXKJURDPWVAB-JJKCWGSRSA-N
Q120311750	NESUYNYYOUYWBP-AACWCRJTSA-N
Q120311754	DKSDNWZUXVDGLQ-UJOIJTRMSA-N
Q120311757	OEHRRHPXAAJINO-MHZYQGKVSA-N
Q120311759	ACVKZIZAJGORPB-DCLNZNATSA-N
Q120311760	TTXBGARQDYJXOE-IOLBBIBUSA-N
Q120311763	VCNOYDZSBUVUPH-BQLILCRZSA-N
Q120311765	GBXDORRYPKXLGB-WVILEFPPSA-N
Q120311773	UWOHEJVGXRQSNC-RSCJZPNZSA-N
Q120311784	MOGHPMXDEOOZIF-UADPPXQOSA-N
Q120311788	IXXOYTKWWURMAZ-MSILKGAPSA-N
Q120311792	YYETXUYEKKVCBB-YWPUXERESA-N
Q120311796	LSLJJORLBAWHNX-NFUUTZFXSA-N
Q120311800	UPWPGWWJSJOFSU-YNOMKILISA-N
Q120311802	NMXJQPRPAWUORH-GHYJNOQJSA-N
Q120311818	XBNDLGWTEBBMSJ-WVILEFPPSA-N
Q120311822	RQMNTNPTIBKKRS-WDYPWAQJSA-N
Q120311826	LWLUVABTMYRAJN-HKROHRCGSA-N
Q120311829	WOLNDOPEWLEQPA-WZYYJWNZSA-N
Q120311832	BMWNASROSNPYRT-CGFVQZOOSA-N
Q120311839	SDOIPQSUVFAWAT-LMGAJUDXSA-N
Q120311848	WLEVDONOYHMNLE-CRCOQUFZSA-N
Q120311850	SPAXIRXYXHVBMK-NAODUPFISA-N
Q120311857	GLZDECUQFZYGEZ-KBRGEABDSA-N
Q120311862	QRINNLYJZFPYIW-MELGAKKZSA-N
Q120311868	WQQLYPAVFXXXSE-GQXGIJAMSA-N
Q120311870	MDVDAAWUKAAWSR-WVKSVTGJSA-N
Q120311871	LIQQOBTYQXSUDK-DZBISSLWSA-N
Q120311876	AXBNHEYTYCRIRV-KMLSDAMDSA-N
